Title:,Time Series, Area-Averaged of Carbon Monoxide, Mole Fraction in Air ()
User Start Date:,2012-01-01T00:00:00Z
User End Date:,2012-12-31T23:59:59Z
User Bounding Box:,""
Data Bounding Box:,"-179.5,-89.5,179.5,89.5"
URL to Reproduce Results:,"https://giovanni.gsfc.nasa.gov/giovanni/#service=ArAvTs&starttime=2012-01-01T00:00:00Z&endtime=2012-12-31T23:59:59Z&data=AIRX3STM_006_CO_VMR_A(z%3D925)&variableFacets=dataFieldMeasurement%3ACO%3B&portal=GIOVANNI&format=json"
Fill Value (mean_AIRX3STM_006_CO_VMR_A): -9999

time, mean_AIRX3STM_006_CO_VMR_A
2012-01-01 00:00:00,106.576829
2012-02-01 00:00:00,107.577151
2012-03-01 00:00:00,107.599795
2012-04-01 00:00:00,105.660076
2012-05-01 00:00:00,98.3010056
2012-06-01 00:00:00,91.3119056
2012-07-01 00:00:00,91.6914467
2012-08-01 00:00:00,96.6203377
2012-09-01 00:00:00,101.172175
2012-10-01 00:00:00,102.529219
2012-11-01 00:00:00,102.31117
2012-12-01 00:00:00,104.079633
